episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_jointcal_missing_verified_s174,dependency_sensitive,always_verify,174,1,1,1,0,0.5,9.2,9.2,low,0.326,27.82,-18.62,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.326,0.485,0.15811,3,0.5,0,0.485,7.82,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s177,dependency_sensitive,no_verify,177,0,0,1,0,0.0,9.2,9.2,medium,0.585,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.585,0.8,0.46799999999999997,5,1.0,0,0.8,11.6,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s178,dependency_sensitive,no_verify,178,0,0,1,0,0.0,9.2,9.2,medium,0.698,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.698,0.835,0.58283,8,0.5,0,0.835,12.02,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s180,dependency_sensitive,no_verify,180,0,0,0,1,0.0,-21.770000000000003,-21.770000000000003,high,0.743,30.970000000000002,-21.770000000000003,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.743,0.7475,0.5553925000000001,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s181,dependency_sensitive,always_verify,181,1,1,1,0,0.5,9.2,9.2,low,0.337,26.98,-17.78,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.337,0.415,0.139855,2,0.5,0,0.415,6.98,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s182,dependency_sensitive,no_verify,182,0,0,1,0,0.0,9.2,9.2,medium,0.682,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.682,0.9475,0.6461950000000001,8,0.25,1,0.9475,13.37,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s183,dependency_sensitive,no_verify,183,0,0,0,1,0.0,-23.87,-23.87,medium,0.656,33.07,-23.87,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.656,0.9225,0.60516,8,0.75,0,0.9225,13.07,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s184,dependency_sensitive,always_verify,184,1,1,1,0,0.5,9.2,9.2,low,0.374,25.09,-15.89,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.374,0.2575,0.096305,1,0.25,0,0.2575,5.09,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s185,dependency_sensitive,always_verify,185,1,0,1,0,0.5,9.2,9.2,low,0.326,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.326,0.5375,0.175225,5,0.25,0,0.5375,8.45,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s186,dependency_sensitive,always_verify,186,1,1,1,0,0.5,9.2,9.2,low,0.265,26.14,-16.94,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.265,0.345,0.09142499999999999,1,0.5,0,0.345,6.14,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s187,dependency_sensitive,always_verify,187,1,1,1,0,0.5,9.2,9.2,low,0.329,27.19,-17.990000000000002,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.329,0.4325,0.14229250000000002,1,0.75,0,0.4325,7.19,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s189,dependency_sensitive,no_verify,189,0,0,1,0,0.0,9.2,9.2,medium,0.463,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.463,1.0,0.463,8,1.0,0,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s191,dependency_sensitive,no_verify,191,0,0,1,0,0.0,9.2,9.2,medium,0.633,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.633,0.7375,0.4668375,5,0.25,1,0.7375,10.85,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s192,dependency_sensitive,no_verify,192,0,0,0,1,0.0,-21.020000000000003,-21.020000000000003,medium,0.495,30.220000000000002,-21.020000000000003,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.495,0.685,0.339075,3,0.5,1,0.685,10.22,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s193,dependency_sensitive,no_verify,193,0,0,1,0,0.0,9.2,9.2,medium,0.641,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.641,0.79,0.50639,2,1.0,1,0.79,11.48,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s195,dependency_sensitive,no_verify,195,0,0,0,1,0.0,-22.28,-22.28,medium,0.48,31.48,-22.28,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.48,0.79,0.3792,2,1.0,1,0.79,11.48,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s196,dependency_sensitive,always_verify,196,1,1,1,0,0.5,9.2,9.2,low,0.236,29.5,-20.3,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.236,0.625,0.1475,5,0.5,0,0.625,9.5,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s199,dependency_sensitive,always_verify,199,1,0,1,0,0.5,9.2,9.2,low,0.279,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.279,0.485,0.13531500000000002,3,0.5,0,0.485,7.82,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s200,dependency_sensitive,no_verify,200,0,0,1,0,0.0,5.6,5.6,medium,0.649,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.649,0.7725,0.5013525,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s203,dependency_sensitive,always_verify,203,1,0,1,0,0.5,9.2,9.2,low,0.294,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.294,0.6325,0.18595499999999998,1,0.75,1,0.6325,9.59,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s205,dependency_sensitive,no_verify,205,0,0,1,0,0.0,9.2,9.2,medium,0.648,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.648,0.9475,0.61398,8,0.25,1,0.9475,13.37,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s206,dependency_sensitive,always_verify,206,1,1,1,0,0.5,9.2,9.2,medium,0.403,29.5,-20.3,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.403,0.625,0.251875,5,0.5,0,0.625,9.5,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s207,dependency_sensitive,no_verify,207,0,0,1,0,0.0,9.2,9.2,medium,0.594,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.594,0.9225,0.5479649999999999,8,0.75,0,0.9225,13.07,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s209,dependency_sensitive,no_verify,209,0,0,1,0,0.0,9.2,9.2,medium,0.593,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.593,0.7125,0.4225125,5,0.75,0,0.7125,10.55,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s210,dependency_sensitive,no_verify,210,0,0,1,0,0.0,9.2,9.2,medium,0.678,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.678,1.0,0.678,5,1.0,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s213,dependency_sensitive,no_verify,213,0,0,1,0,0.0,5.6,5.6,medium,0.673,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.673,1.0,0.673,8,0.5,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s215,dependency_sensitive,no_verify,215,0,0,0,1,0.0,-24.8,-24.8,high,0.769,34.0,-24.8,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.769,1.0,0.769,8,0.75,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s217,dependency_sensitive,always_verify,217,1,1,1,0,0.5,9.2,9.2,low,0.392,29.38,-20.18,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.392,0.615,0.24108000000000002,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s219,dependency_sensitive,no_verify,219,0,0,0,1,0.0,-22.4,-22.4,medium,0.508,31.599999999999998,-22.4,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.508,0.8,0.40640000000000004,5,1.0,0,0.8,11.6,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s220,dependency_sensitive,always_verify,220,1,0,1,0,0.5,9.2,9.2,low,0.229,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.229,0.3275,0.07499750000000001,2,0.25,0,0.3275,5.93,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s222,dependency_sensitive,always_verify,222,1,1,1,0,0.5,9.2,9.2,medium,0.406,29.5,-20.3,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.406,0.625,0.25375000000000003,5,0.5,0,0.625,9.5,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s223,dependency_sensitive,no_verify,223,0,0,0,1,0.0,-22.07,-22.07,high,0.735,31.27,-22.07,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.735,0.7725,0.5677875,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s230,dependency_sensitive,always_verify,230,1,0,1,0,0.5,9.2,9.2,medium,0.452,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.452,0.5375,0.24295,5,0.25,0,0.5375,8.45,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s233,dependency_sensitive,always_verify,233,1,1,1,0,0.5,9.2,9.2,low,0.287,29.5,-20.3,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.287,0.625,0.17937499999999998,5,0.5,0,0.625,9.5,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s234,dependency_sensitive,always_verify,234,1,1,1,0,0.5,9.2,9.2,medium,0.428,28.45,-19.25,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.428,0.5375,0.23004999999999998,5,0.25,0,0.5375,8.45,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s235,dependency_sensitive,always_verify,235,1,1,1,0,0.5,9.2,9.2,low,0.385,3.5999999999999996,5.6,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.385,0.59,0.22715,2,1.0,0,0.59,9.08,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s239,dependency_sensitive,no_verify,239,0,0,0,1,0.0,-21.44,-21.44,medium,0.649,30.64,-21.44,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.649,0.72,0.46728,1,1.0,1,0.72,10.64,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s241,dependency_sensitive,no_verify,241,0,0,1,0,0.0,9.2,9.2,medium,0.589,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.589,0.7475,0.4402775,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s243,dependency_sensitive,always_verify,243,1,1,1,0,0.5,9.2,9.2,low,0.381,28.029999999999998,-18.83,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.381,0.5025,0.19145249999999997,2,0.75,0,0.5025,8.03,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s244,dependency_sensitive,always_verify,244,1,1,1,0,0.5,9.2,9.2,low,0.276,29.169999999999998,-19.97,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.276,0.5975,0.16491000000000003,3,0.25,1,0.5975,9.17,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s245,dependency_sensitive,no_verify,245,0,0,1,0,0.0,9.2,9.2,medium,0.694,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.694,1.0,0.694,5,1.0,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_unverified_s247,dependency_sensitive,no_verify,247,0,0,0,1,0.0,-21.770000000000003,-21.770000000000003,medium,0.523,30.970000000000002,-21.770000000000003,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.523,0.7475,0.3909425,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s249,dependency_sensitive,always_verify,249,1,0,1,0,0.5,9.2,9.2,low,0.259,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.259,0.52,0.13468000000000002,1,1.0,0,0.52,8.24,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s252,dependency_sensitive,always_verify,252,1,1,1,0,0.5,9.2,9.2,low,0.286,28.330000000000002,-19.130000000000003,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.286,0.5275,0.15086499999999997,2,0.25,1,0.5275,8.33,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s253,dependency_sensitive,no_verify,253,0,0,0,1,0.0,-24.17,-24.17,medium,0.57,33.370000000000005,-24.17,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.57,0.9475,0.540075,8,0.25,1,0.9475,13.37,dependency_structural,0.6,0.45,0.5,Never verify.
revision_jointcal_missing_verified_s254,dependency_sensitive,always_verify,254,1,1,1,0,0.5,9.2,9.2,low,0.287,27.19,-17.990000000000002,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.287,0.4325,0.12412749999999999,1,0.75,0,0.4325,7.19,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s255,dependency_sensitive,always_verify,255,1,0,1,0,0.5,9.2,9.2,low,0.255,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.255,0.4325,0.1102875,1,0.75,0,0.4325,7.19,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s256,dependency_sensitive,always_verify,256,1,0,1,0,0.5,9.2,9.2,medium,0.456,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.456,0.5275,0.24054,2,0.25,1,0.5275,8.33,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s257,dependency_sensitive,always_verify,257,1,1,1,0,0.5,9.2,9.2,low,0.309,28.54,-19.34,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.309,0.545,0.168405,1,0.5,1,0.545,8.54,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s258,dependency_sensitive,always_verify,258,1,0,1,0,0.5,9.2,9.2,medium,0.424,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.424,0.6325,0.26818,1,0.75,1,0.6325,9.59,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s259,dependency_sensitive,always_verify,259,1,0,1,0,0.5,9.2,9.2,low,0.346,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.346,0.5375,0.18597499999999997,5,0.25,0,0.5375,8.45,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s260,dependency_sensitive,always_verify,260,1,0,1,0,0.5,9.2,9.2,low,0.25,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.25,0.59,0.1475,2,1.0,0,0.59,9.08,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s267,dependency_sensitive,always_verify,267,1,0,1,0,0.5,9.2,9.2,low,0.381,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.381,0.6325,0.2409825,1,0.75,1,0.6325,9.59,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s268,dependency_sensitive,always_verify,268,1,1,1,0,0.5,9.2,9.2,low,0.242,27.82,-18.62,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.242,0.485,0.11736999999999999,3,0.5,0,0.485,7.82,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_verified_s270,dependency_sensitive,always_verify,270,1,0,1,0,0.5,9.2,9.2,low,0.307,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.307,0.2575,0.0790525,1,0.25,0,0.2575,5.09,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_jointcal_missing_unverified_s271,dependency_sensitive,no_verify,271,0,0,1,0,0.0,9.2,9.2,high,0.719,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.719,0.7475,0.5374525,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
